matrix	nr_rows	nr_cols	nr_nzeros	density	nnz-r-min	nnz-r-max	nnz-r-avg	nnz-r-std	nnz-c-min	nnz-c-max	nnz-c-avg	nnz-c-std	skew_coeff	bw-min	bw-max	bw-avg	bw-std	bw-scaled-min	bw-scaled-max	bw-scaled-avg	bw-scaled-std	sc-min	sc-max	sc-avg	sc-std	sc-scaled-min	sc-scaled-max	sc-scaled-avg	sc-scaled-std	nr_groups-r-min	nr_groups-r-max	nr_groups-r-avg	nr_groups-r-std	num-neigh-avg	cross_row_sim-avg
nemeth26	9506	9506	1511760	0.016730	62.000000	193.000000	159.032190	25.183631	62.000000	193.000000	159.032190	25.183631	0.213591	69.000000	223.000000	183.805491	28.184772	0.007259	0.023459	0.019336	0.002965	0.764706	0.971963	0.865120	0.024516	7269.294118	9239.476636	8223.831508	233.048558	3.000000	20.000000	13.394908	3.313063	1.831545	0.951337
aft01	8205	8205	125567	0.001865	8.000000	21.000000	15.303717	3.895201	8.000000	21.000000	15.303717	3.895201	0.372216	64.000000	308.000000	208.566728	91.824473	0.007800	0.037538	0.025419	0.011191	0.042484	0.196970	0.090272	0.047313	348.578431	1616.136364	740.684304	388.202956	3.000000	5.000000	4.286045	0.958216	1.439869	0.892734
aft02	8184	8184	127762	0.001908	8.000000	82.000000	15.611193	5.262081	8.000000	82.000000	15.611193	5.262081	4.252642	43.000000	308.000000	208.954790	91.623513	0.005254	0.037634	0.025532	0.011195	0.042484	1.012346	0.093543	0.069051	347.686275	8285.037037	765.555277	565.110138	1.000000	5.000000	4.283847	0.969200	1.451183	0.893350
lp_nug05	210	225	1050	0.022222	5.000000	5.000000	5.000000	0.000000	4.000000	10.000000	4.666667	1.885618	0.000000	4.000000	205.000000	132.523810	57.260157	0.017778	0.911111	0.588995	0.254490	0.024390	1.250000	0.078643	0.187486	5.487805	281.250000	17.694771	42.184411	1.000000	5.000000	4.190476	1.366924	0.323810	0.434286
lp_nug06	372	486	2232	0.012346	6.000000	6.000000	6.000000	0.000000	4.000000	12.000000	4.592593	2.095131	0.000000	5.000000	456.000000	289.784946	130.636807	0.010288	0.938272	0.596265	0.268800	0.013158	1.200000	0.048809	0.150379	6.394737	583.200000	23.720998	73.084131	1.000000	6.000000	4.951613	1.781875	0.349462	0.401434
lp_nug07	602	931	4214	0.007519	7.000000	7.000000	7.000000	0.000000	4.000000	14.000000	4.526316	2.232969	0.000000	6.000000	889.000000	557.790698	258.479729	0.006445	0.954887	0.599131	0.277637	0.007874	1.166667	0.032783	0.125027	7.330709	1086.166667	30.521265	116.400186	1.000000	7.000000	5.709302	2.203941	0.368771	0.377788
lp_nug08	912	1632	7296	0.004902	8.000000	8.000000	8.000000	0.000000	4.000000	16.000000	4.470588	2.329293	0.000000	7.000000	1576.000000	979.293860	462.535998	0.004289	0.965686	0.600058	0.283417	0.005076	1.142857	0.023309	0.106766	8.284264	1865.142857	38.039708	174.241975	1.000000	8.000000	6.464912	2.629722	0.383772	0.360197
lp_nug12	3192	8856	38304	0.001355	12.000000	12.000000	12.000000	0.000000	4.000000	24.000000	4.325203	2.529488	0.000000	11.000000	8724.000000	5300.297619	2604.105926	0.001242	0.985095	0.598498	0.294050	0.001376	1.090909	0.008436	0.066979	12.181568	9661.090909	74.711322	593.162228	1.000000	12.000000	9.477444	4.347830	0.420426	0.320384
lp_nug15	6330	22275	94950	0.000673	15.000000	15.000000	15.000000	0.000000	4.000000	30.000000	4.262626	2.599867	0.000000	14.000000	22065.000000	13288.797788	6621.085327	0.000629	0.990572	0.596579	0.297243	0.000680	1.071429	0.004880	0.052238	15.142760	23866.071429	108.699588	1163.592962	1.000000	15.000000	11.732227	5.642329	0.435703	0.305171
lp_nug20	15240	72600	304800	0.000275	20.000000	20.000000	20.000000	0.000000	4.000000	40.000000	4.198347	2.664799	0.000000	19.000000	72220.000000	43126.297244	21771.863481	0.000262	0.994766	0.594026	0.299888	0.000277	1.052632	0.002438	0.038182	20.105234	76421.052632	177.030270	2771.995405	1.000000	20.000000	15.486877	7.803389	0.451312	0.290472
lp_nug30	52260	379350	1567800	0.000079	30.000000	30.000000	30.000000	0.000000	4.000000	60.000000	4.132859	2.724416	0.000000	29.000000	378480.000000	224163.796020	114576.788168	0.000076	0.997707	0.590916	0.302035	0.000079	1.034483	0.000938	0.024804	30.068960	392431.034483	355.716096	9409.551102	1.000000	30.000000	22.991389	12.130009	0.467241	0.276346
xenon1	48600	48600	1181120	0.000500	1.000000	27.000000	24.302881	4.250954	1.000000	27.000000	24.302881	4.250954	0.110979	0.000000	10007.000000	2740.004835	3875.513267	0.000000	0.205905	0.056379	0.079743	0.000000	0.260870	0.058939	0.049849	0.000000	12678.260870	2864.412967	2422.652403	1.000000	9.000000	7.890021	1.330763	1.350693	0.750032
xenon2	157464	157464	3866688	0.000156	1.000000	27.000000	24.556013	4.068860	1.000000	27.000000	24.556013	4.068860	0.099527	0.000000	17783.000000	4934.596193	7315.576373	0.000000	0.112934	0.031338	0.046459	0.000000	0.260870	0.055071	0.050090	0.000000	41077.565217	8671.731184	7887.391402	1.000000	9.000000	7.987140	1.264968	1.349476	0.749583
3dtube	45330	45330	3213618	0.001564	10.000000	2364.000000	70.893845	39.731030	10.000000	2364.000000	70.893845	39.731030	32.345631	10.000000	5144.000000	4052.282175	638.348427	0.000221	0.113479	0.089395	0.014082	0.010504	1.090909	0.019038	0.035357	476.136938	49450.909091	862.992598	1602.715742	1.000000	16.000000	11.036731	1.595147	1.688641	0.881267
cfd1	70656	70656	1828364	0.000366	12.000000	33.000000	25.876981	2.972032	12.000000	33.000000	25.876981	2.972032	0.275265	131.000000	8856.000000	3004.141715	1758.813107	0.001854	0.125340	0.042518	0.024893	0.002209	0.206107	0.014910	0.013212	156.069211	14562.687023	1053.501312	933.504975	2.000000	28.000000	15.115036	6.192796	0.831777	0.781920
cfd2	123440	123440	3087898	0.000203	8.000000	30.000000	25.015376	3.860279	8.000000	30.000000	25.015376	3.860279	0.199262	15.000000	6314.000000	2571.958449	805.635377	0.000122	0.051150	0.020836	0.006527	0.002761	0.800000	0.011617	0.012170	340.837552	98752.000000	1433.967924	1502.306255	2.000000	25.000000	9.542733	2.398234	1.237051	0.882412
gearbox	153746	153746	9080404	0.000384	6.000000	99.000000	59.061075	15.409499	6.000000	99.000000	59.061075	15.409499	0.676231	10.000000	137953.000000	2403.221124	7821.847954	0.000065	0.897279	0.015631	0.050875	0.000276	1.076923	0.123619	0.145155	42.418540	165572.615385	19005.854913	22316.966644	1.000000	27.000000	9.755812	4.064955	1.669637	0.867522
struct3	53570	53570	1173694	0.000409	6.000000	27.000000	21.909539	4.297552	6.000000	27.000000	21.909539	4.297552	0.232340	16.000000	912.000000	903.842468	58.785194	0.000299	0.017024	0.016872	0.001097	0.009989	0.529412	0.024366	0.007705	535.105438	28360.588235	1305.262590	412.733378	3.000000	12.000000	9.098656	0.838427	1.169434	0.856572
struct4	4350	4350	237798	0.012567	21.000000	90.000000	54.666207	21.835694	21.000000	90.000000	54.666207	21.835694	0.646355	484.000000	1094.000000	955.906207	202.139045	0.111264	0.251494	0.219749	0.046469	0.020608	0.107973	0.058432	0.022013	89.646712	469.684385	254.180997	95.756460	8.000000	33.000000	24.356322	6.470582	1.108908	0.774392
shyy161	76480	76480	329762	0.000056	1.000000	6.000000	4.311742	1.253152	1.000000	6.000000	4.311742	1.254820	0.391549	0.000000	320.000000	265.114958	75.957860	0.000000	0.004184	0.003466	0.000993	0.000000	1.000000	0.018691	0.044752	0.000000	76480.000000	1429.497159	3422.643735	1.000000	3.000000	2.987474	0.111452	0.614261	0.998055
shyy41	4720	4720	20042	0.000900	1.000000	6.000000	4.246186	1.269753	1.000000	6.000000	4.246186	1.276410	0.413033	0.000000	80.000000	65.125424	19.343252	0.000000	0.016949	0.013798	0.004098	0.000000	1.000000	0.074045	0.084458	0.000000	4720.000000	349.492083	398.639501	1.000000	3.000000	2.949576	0.220746	0.610717	0.991790
appu	14000	14000	1853104	0.009455	12.000000	294.000000	132.364571	36.494459	12.000000	294.000000	132.364571	36.494459	1.221138	11477.000000	13998.000000	13769.606286	180.596267	0.819786	0.999857	0.983543	0.012900	0.000953	0.021263	0.009602	0.002610	13.344984	297.678455	134.421287	36.540429	12.000000	290.000000	131.027000	35.806617	0.020210	0.036817
bbmat	38744	38744	1771722	0.001180	6.000000	126.000000	45.728939	38.395314	8.000000	132.000000	45.728939	39.106107	1.755367	233.000000	38524.000000	1158.219234	2871.405509	0.006014	0.994322	0.029894	0.074112	0.000260	0.358025	0.050069	0.042671	10.057107	13871.308642	1939.868272	1653.253315	2.000000	43.000000	16.859669	12.339203	1.262626	0.853730
olafu	16146	16146	1015156	0.003894	24.000000	89.000000	62.873529	12.409394	24.000000	89.000000	62.873529	12.409394	0.415540	29.000000	1115.000000	625.224452	305.988614	0.001796	0.069057	0.038723	0.018951	0.032462	1.028571	0.136261	0.092115	524.126240	16607.314286	2200.068448	1487.291039	1.000000	22.000000	9.138362	4.352322	1.709310	0.918803
raefsky1	3242	3242	294276	0.027998	24.000000	108.000000	90.769895	21.192563	24.000000	108.000000	90.769895	21.192563	0.189822	189.000000	807.000000	676.965762	128.437321	0.058297	0.248920	0.208811	0.039617	0.064748	0.209913	0.134958	0.022820	209.913669	680.536443	437.533853	73.982379	2.000000	15.000000	8.801357	1.972988	1.806073	0.923424
raefsky2	3242	3242	294276	0.027998	24.000000	108.000000	90.769895	21.192563	24.000000	108.000000	90.769895	21.192563	0.189822	189.000000	807.000000	676.965762	128.437321	0.058297	0.248920	0.208811	0.039617	0.064748	0.209913	0.134958	0.022820	209.913669	680.536443	437.533853	73.982379	2.000000	15.000000	8.801357	1.972988	1.806073	0.923424
raefsky3	21200	21200	1488768	0.003312	32.000000	80.000000	70.224906	6.327000	32.000000	80.000000	70.224906	6.327000	0.139197	575.000000	1975.000000	1403.446792	178.143532	0.027123	0.093160	0.066200	0.008403	0.024304	0.083478	0.050712	0.006102	515.240506	1769.739130	1075.104684	129.353933	2.000000	4.000000	2.949434	0.224217	1.916000	0.963020
raefsky4	19779	19779	1328611	0.003396	18.000000	177.000000	67.172810	15.956288	18.000000	177.000000	67.172810	15.956288	1.634995	56.000000	13483.000000	1777.883867	2766.836212	0.002831	0.681683	0.089887	0.139888	0.002546	0.708333	0.122192	0.137669	50.353870	14010.125000	2416.828374	2722.947455	2.000000	22.000000	8.319329	1.991045	1.752301	0.909892
raefsky5	6316	6316	168658	0.004228	1.000000	72.000000	26.703293	17.285215	1.000000	54.000000	26.703293	16.540458	1.696297	0.000000	3437.000000	369.057948	450.776381	0.000000	0.544174	0.058432	0.071371	0.000000	2.000000	0.392145	0.566089	0.000000	12632.000000	2476.786256	3575.419410	1.000000	16.000000	4.115896	2.501651	1.691731	0.871662
raefsky6	3402	3402	137845	0.011910	1.000000	165.000000	40.518812	32.039701	1.000000	100.000000	40.518812	25.039154	3.072183	0.000000	3257.000000	338.942093	439.627014	0.000000	0.957378	0.099630	0.129226	0.000000	2.000000	0.308906	0.407009	0.000000	6804.000000	1050.898360	1384.644679	1.000000	52.000000	7.076426	6.242459	1.650709	0.863729
venkat01	62424	62424	1717792	0.000441	16.000000	44.000000	27.518134	2.293704	16.000000	44.000000	27.518134	2.293704	0.598946	27.000000	60623.000000	4375.237857	11199.161510	0.000433	0.971149	0.070089	0.179405	0.000266	0.740741	0.068027	0.051805	16.577053	46240.000000	4246.546322	3233.845592	2.000000	11.000000	6.671473	0.749242	1.515122	0.771965
venkat25	62424	62424	1717792	0.000441	16.000000	44.000000	27.518134	2.293704	16.000000	44.000000	27.518134	2.293704	0.598946	27.000000	60623.000000	4375.237857	11199.161510	0.000433	0.971149	0.070089	0.179405	0.000266	0.740741	0.068027	0.051805	16.577053	46240.000000	4246.546322	3233.845592	2.000000	11.000000	6.671473	0.749242	1.515122	0.771965
venkat50	62424	62424	1717792	0.000441	16.000000	44.000000	27.518134	2.293704	16.000000	44.000000	27.518134	2.293704	0.598946	27.000000	60623.000000	4375.237857	11199.161510	0.000433	0.971149	0.070089	0.179405	0.000266	0.740741	0.068027	0.051805	16.577053	46240.000000	4246.546322	3233.845592	2.000000	11.000000	6.671473	0.749242	1.515122	0.771965
utm1700b	1700	1700	21509	0.007443	1.000000	29.000000	12.652353	6.679712	1.000000	20.000000	12.652353	6.654036	1.292064	0.000000	428.000000	293.169412	92.917583	0.000000	0.251765	0.172453	0.054657	0.000000	1.142857	0.060710	0.115592	0.000000	1942.857143	103.206585	196.506881	1.000000	11.000000	5.722353	2.139399	1.095448	0.892720
utm300	300	300	3155	0.035056	1.000000	33.000000	10.516667	7.667446	1.000000	22.000000	10.516667	7.052403	2.137876	0.000000	132.000000	75.930000	34.227841	0.000000	0.440000	0.253100	0.114093	0.000000	0.833333	0.148928	0.136878	0.000000	250.000000	44.678365	41.063281	1.000000	13.000000	5.133333	2.540779	1.023772	0.867592
utm3060	3060	3060	42211	0.004508	1.000000	29.000000	13.794444	6.432701	1.000000	20.000000	13.794444	6.114263	1.102296	0.000000	428.000000	307.891503	87.327919	0.000000	0.139869	0.100618	0.028539	0.000000	1.000000	0.067771	0.126310	0.000000	3060.000000	207.380333	386.509993	1.000000	11.000000	6.108824	2.042263	1.114307	0.892821
utm5940	5940	5940	83842	0.002376	1.000000	30.000000	14.114815	6.343900	1.000000	20.000000	14.114815	5.939874	1.125426	0.000000	828.000000	609.226936	143.357169	0.000000	0.139394	0.102563	0.024134	0.000000	1.142857	0.035679	0.094675	0.000000	6788.571429	211.931053	562.370617	1.000000	11.000000	6.209596	1.968868	1.120131	0.897075
av41092	41092	41092	1683902	0.000997	2.000000	2135.000000	40.978828	167.038065	2.000000	664.000000	40.978828	96.937135	51.100075	1.000000	36529.000000	20979.481408	6188.904746	0.000024	0.888956	0.510549	0.150611	0.000097	2.000000	0.001978	0.024772	3.969602	82184.000000	81.291764	1017.950651	1.000000	671.000000	14.373649	52.512859	1.298484	0.794833
swang1	3169	3169	20841	0.002075	3.000000	10.000000	6.576523	0.907473	3.000000	10.000000	6.576523	0.907473	0.520560	2.000000	3064.000000	1621.457242	663.319131	0.000631	0.966867	0.511662	0.209315	0.001632	1.500000	0.011519	0.059437	5.173033	4753.500000	36.504806	188.356299	1.000000	8.000000	4.935311	0.968376	0.499112	0.438438
swang2	3169	3169	20841	0.002075	3.000000	10.000000	6.576523	0.907473	3.000000	10.000000	6.576523	0.907473	0.520560	2.000000	3064.000000	1621.457242	663.319131	0.000631	0.966867	0.511662	0.209315	0.001632	1.500000	0.011519	0.059437	5.173033	4753.500000	36.504806	188.356299	1.000000	8.000000	4.935311	0.968376	0.499112	0.438438
wang1	2903	2903	19093	0.002266	4.000000	7.000000	6.576989	0.606130	4.000000	7.000000	6.576989	0.606130	0.064317	215.000000	448.000000	414.455391	76.859809	0.074061	0.154323	0.142768	0.026476	0.011161	0.025974	0.016493	0.003597	32.399554	75.402597	47.878657	10.443048	3.000000	5.000000	4.702377	0.505176	0.570052	0.986411
wang2	2903	2903	19093	0.002266	4.000000	7.000000	6.576989	0.606130	4.000000	7.000000	6.576989	0.606130	0.064317	215.000000	448.000000	414.455391	76.859809	0.074061	0.154323	0.142768	0.026476	0.011161	0.025974	0.016493	0.003597	32.399554	75.402597	47.878657	10.443048	3.000000	5.000000	4.702377	0.505176	0.570052	0.986411
wang3	26064	26064	177168	0.000261	4.000000	7.000000	6.797422	0.435724	4.000000	7.000000	6.797422	0.435724	0.029802	864.000000	1800.000000	1737.601673	224.851764	0.033149	0.069061	0.066667	0.008627	0.002778	0.006711	0.003998	0.000696	72.400000	174.926174	104.191608	18.132963	3.000000	5.000000	4.864180	0.356428	0.568816	0.993738
wang4	26068	26068	177196	0.000261	4.000000	7.000000	6.797453	0.436138	4.000000	7.000000	6.797453	0.436138	0.029798	872.000000	1800.000000	1738.765536	222.777407	0.033451	0.069050	0.066701	0.008546	0.002778	0.006652	0.003992	0.000680	72.411111	173.401330	104.063198	17.723535	3.000000	5.000000	4.864201	0.356620	0.568816	0.993702
Zhao1	33861	33861	166453	0.000145	3.000000	6.000000	4.915773	0.437317	2.000000	7.000000	4.915773	1.038405	0.220561	10550.000000	32907.000000	19991.074629	6732.408925	0.311568	0.971826	0.590386	0.198825	0.000102	0.000474	0.000283	0.000115	3.469720	16.044826	9.575362	3.904366	3.000000	6.000000	4.308319	0.667282	0.247145	0.988817
Zhao2	33861	33861	166453	0.000145	3.000000	6.000000	4.915773	0.437317	2.000000	7.000000	4.915773	1.038405	0.220561	10550.000000	32907.000000	19991.074629	6732.408925	0.311568	0.971826	0.590386	0.198825	0.000102	0.000474	0.000283	0.000115	3.469720	16.044826	9.575362	3.904366	3.000000	6.000000	4.308319	0.667282	0.247145	0.988817
extr1	2837	2837	11407	0.001417	1.000000	10.000000	4.020797	2.248861	1.000000	11.000000	4.020797	2.941791	1.487069	0.000000	2836.000000	796.400070	906.590276	0.000000	0.999648	0.280719	0.319559	0.000000	2.000000	0.154743	0.407549	0.000000	5674.000000	439.007031	1156.215165	1.000000	10.000000	2.962284	1.743204	0.526519	0.625037
hydr1	5308	5308	23752	0.000843	1.000000	14.000000	4.474755	3.136304	1.000000	19.000000	4.474755	3.921796	2.128663	0.000000	5304.000000	1434.805200	1711.600617	0.000000	0.999246	0.270310	0.322457	0.000000	2.000000	0.214450	0.493704	0.000000	10616.000000	1138.298111	2620.582390	1.000000	10.000000	3.150528	2.236267	0.591866	0.649521
radfr1	1048	1048	13299	0.012109	1.000000	41.000000	12.689885	9.294288	10.000000	14.000000	12.689885	0.735037	2.230920	0.000000	60.000000	32.092557	19.089834	0.000000	0.057252	0.030623	0.018215	0.000000	1.125000	0.536994	0.468091	0.000000	1179.000000	562.770145	490.559811	1.000000	5.000000	2.831107	1.941193	1.553801	0.886208
rdist1	4134	4134	94408	0.005524	1.000000	81.000000	22.836962	18.800226	3.000000	24.000000	22.836962	1.983002	2.546882	0.000000	123.000000	67.269715	34.829026	0.000000	0.029753	0.016272	0.008425	0.000000	1.055556	0.515365	0.473865	0.000000	4363.666667	2130.520266	1958.957136	1.000000	6.000000	3.104983	1.875828	1.728074	0.936282
rdist2	3198	3198	56934	0.005567	1.000000	61.000000	17.803002	13.756162	3.000000	19.000000	17.803002	2.779914	2.426388	0.000000	93.000000	50.358974	27.484841	0.000000	0.029081	0.015747	0.008594	0.000000	1.076923	0.509555	0.450766	0.000000	3444.000000	1629.556459	1441.548817	1.000000	6.000000	3.423077	1.686923	1.615449	0.903855
rdist3a	2398	2398	61896	0.010764	1.000000	93.000000	25.811510	21.544074	3.000000	27.000000	25.811510	3.418953	2.603044	0.000000	141.000000	77.314429	39.976718	0.000000	0.058799	0.032241	0.016671	0.000000	1.047619	0.517423	0.471914	0.000000	2512.190476	1240.780816	1131.649762	1.000000	6.000000	3.449541	1.643268	1.732713	0.929651
k3plates	11107	11107	378927	0.003072	15.000000	58.000000	34.116053	5.540876	15.000000	58.000000	34.116053	5.540876	0.700079	29.000000	524.000000	326.033492	112.532245	0.002611	0.047177	0.029354	0.010132	0.038911	1.034483	0.118787	0.054922	432.178988	11490.000000	1319.362063	610.022780	1.000000	8.000000	4.635545	1.236458	1.728248	0.879323
m3plates	11107	11107	6639	0.000054	0.000000	1.000000	0.597731	0.490356	0.000000	1.000000	0.597731	0.490356	0.672993	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.597731	0.490356	0.000000	0.666667
qa8fk	66127	66127	1660579	0.000380	8.000000	27.000000	25.111966	4.182524	8.000000	27.000000	25.111966	4.182524	0.075185	347.000000	2095.000000	1961.756378	356.298596	0.005247	0.031681	0.029666	0.005388	0.005828	0.038737	0.013518	0.005108	385.392909	2561.591105	893.911125	337.808411	2.000000	9.000000	8.596201	1.063472	1.315370	0.967673
qa8fm	66127	66127	1660579	0.000380	8.000000	27.000000	25.111966	4.182524	8.000000	27.000000	25.111966	4.182524	0.075185	347.000000	2095.000000	1961.756378	356.298596	0.005247	0.031681	0.029666	0.005388	0.005828	0.038737	0.013518	0.005108	385.392909	2561.591105	893.911125	337.808411	2.000000	9.000000	8.596201	1.063472	1.315370	0.967673
bcsstk39	46772	46772	2089294	0.000955	12.000000	63.000000	44.669760	4.953886	12.000000	63.000000	44.669760	4.953886	0.410350	11.000000	1087.000000	589.594009	216.393293	0.000235	0.023240	0.012606	0.004627	0.016886	1.090909	0.091805	0.080213	789.771107	51024.000000	4293.924720	3751.729715	1.000000	12.000000	8.163196	2.014238	1.634509	0.863639
pkustk01	22044	22044	979380	0.002015	9.000000	126.000000	44.428416	20.220401	9.000000	126.000000	44.428416	20.220401	1.836023	65.000000	21317.000000	2141.419706	3575.628827	0.002949	0.967021	0.097143	0.162204	0.001115	0.419580	0.066713	0.060044	24.585910	9249.230769	1470.626518	1323.614967	2.000000	20.000000	6.376565	2.874698	1.712951	0.860785
pkustk02	10800	10800	810000	0.006944	30.000000	156.000000	75.000000	30.546358	30.000000	156.000000	75.000000	30.546358	1.080000	59.000000	10781.000000	2028.203333	2447.531110	0.005463	0.998241	0.187797	0.226623	0.003421	0.610169	0.082144	0.060290	36.947639	6589.830508	887.158483	651.131923	2.000000	16.000000	6.826111	2.187918	1.817970	0.910258
pkustk03	63336	63336	3130416	0.000780	12.000000	90.000000	49.425540	11.803159	12.000000	90.000000	49.425540	11.803159	0.820921	17.000000	62321.000000	2969.389920	7233.189045	0.000268	0.983974	0.046883	0.114203	0.000410	1.058824	0.082176	0.068688	25.944529	67061.647059	5204.724470	4350.423205	1.000000	14.000000	6.558071	1.838996	1.734628	0.872703
pkustk04	55590	55590	4218660	0.001365	12.000000	4230.000000	75.888829	110.887921	12.000000	4230.000000	75.888829	110.887921	54.739429	98.000000	40142.000000	9100.531139	9129.676687	0.001763	0.722108	0.163708	0.164232	0.000376	0.839161	0.025580	0.044495	20.903735	46648.951049	1422.008299	2473.453354	2.000000	320.000000	9.954722	9.848800	1.737650	0.876498
pkustk05	37164	37164	2205144	0.001597	24.000000	126.000000	59.335486	24.623483	24.000000	126.000000	59.335486	24.623483	1.123518	137.000000	37013.000000	3740.739102	6004.071789	0.003686	0.995937	0.100655	0.161556	0.000973	0.290749	0.055141	0.046037	36.146867	10805.392070	2049.270059	1710.909190	2.000000	21.000000	8.509041	3.476105	1.713189	0.859232
pkustk06	43164	43164	2571768	0.001380	24.000000	126.000000	59.581318	24.868861	24.000000	126.000000	59.581318	24.868861	1.114757	71.000000	38567.000000	4048.361968	6797.039929	0.001645	0.893499	0.093790	0.157470	0.000935	0.676056	0.057338	0.051814	40.353806	29181.295775	2474.928207	2236.514755	2.000000	20.000000	8.543230	3.477539	1.713225	0.859072
pkustk07	16860	16860	2418804	0.008509	39.000000	267.000000	143.464057	61.133178	39.000000	267.000000	143.464057	61.133178	0.861093	104.000000	16850.000000	4639.439502	4842.986799	0.006168	0.999407	0.275174	0.287247	0.003798	0.605769	0.095833	0.105058	64.040757	10213.269231	1615.749491	1771.272233	3.000000	77.000000	27.264235	13.775375	1.619915	0.818278
pkustk08	22209	22209	3226671	0.006542	39.000000	267.000000	145.286641	61.536941	39.000000	267.000000	145.286641	61.536941	0.837746	104.000000	22190.000000	5461.197217	5970.259007	0.004683	0.999144	0.245900	0.268822	0.001777	0.767442	0.086178	0.100731	39.454790	17044.116279	1913.934557	2237.137062	2.000000	83.000000	28.485479	14.264560	1.607872	0.811313
pkustk09	33960	33960	1583640	0.001373	12.000000	84.000000	46.632509	14.452552	12.000000	84.000000	46.632509	14.452552	0.801318	17.000000	33935.000000	2381.394346	4550.700209	0.000501	0.999264	0.070124	0.134002	0.000731	1.058824	0.070733	0.060709	24.829855	35957.647059	2402.108340	2061.677381	1.000000	13.000000	6.280742	2.035502	1.730628	0.868827
pkustk10	80676	80676	4308984	0.000662	30.000000	90.000000	53.410977	6.569251	30.000000	90.000000	53.410977	6.569251	0.685047	149.000000	80639.000000	4793.160643	12057.610461	0.001847	0.999541	0.059412	0.149457	0.000377	0.220408	0.060515	0.037412	30.421197	17781.648980	4882.090928	3018.265287	2.000000	15.000000	6.462219	1.588818	1.758019	0.884597
pkustk11	87804	87804	5217912	0.000677	18.000000	132.000000	59.426814	25.032154	18.000000	132.000000	59.426814	25.032154	1.221220	35.000000	87509.000000	6612.201312	13601.592293	0.000399	0.996640	0.075306	0.154909	0.000411	1.028571	0.055125	0.055462	36.126313	90312.685714	4840.154738	4869.824181	1.000000	21.000000	8.433989	3.548053	1.716155	0.861199
pkustk12	94653	94653	7512317	0.000839	12.000000	4146.000000	79.366919	148.391038	12.000000	4146.000000	79.366919	148.391038	51.238389	68.000000	94472.000000	16960.600171	15257.246983	0.000718	0.998088	0.179187	0.161191	0.000174	0.950495	0.014566	0.037575	16.474762	89967.207921	1378.714356	3556.554920	2.000000	333.000000	11.404530	12.326541	1.712613	0.886096
pkustk13	94893	94893	6616827	0.000735	18.000000	300.000000	69.729348	32.722911	18.000000	300.000000	69.729348	32.722911	3.302349	59.000000	90806.000000	9451.825003	16979.008477	0.000622	0.956930	0.099605	0.178928	0.000330	0.568966	0.055551	0.068951	31.352313	53990.844828	5271.403850	6542.953650	2.000000	67.000000	16.359036	7.178340	1.530785	0.780227
pkustk14	151926	151926	14836504	0.000643	12.000000	333.000000	97.656122	46.507670	12.000000	333.000000	97.656122	46.507670	2.409924	25.000000	151855.000000	12355.254999	25828.027924	0.000165	0.999533	0.081324	0.170004	0.000079	0.720000	0.058254	0.074432	12.054430	109386.720000	8850.341514	11308.229607	2.000000	75.000000	16.328258	9.107060	1.665597	0.841311
pivtol	102	102	306	0.029412	2.000000	4.000000	3.000000	0.140028	3.000000	3.000000	3.000000	0.000000	0.333333	2.000000	101.000000	3.941176	13.726190	0.019608	0.990196	0.038639	0.134570	0.019802	1.500000	1.471171	0.203859	2.019802	153.000000	150.059406	20.793621	1.000000	2.000000	1.019608	0.138648	1.320261	0.985294
kim1	38415	38415	933195	0.000632	4.000000	25.000000	24.292464	3.461550	5.000000	25.000000	24.292464	2.585944	0.029126	196.000000	784.000000	766.172901	88.524403	0.005102	0.020409	0.019945	0.002304	0.015345	0.031888	0.031525	0.002070	589.488491	1224.968112	1211.025439	79.499945	2.000000	5.000000	4.909046	0.451766	1.595838	0.994806
kim2	456976	456976	11330020	0.000054	4.000000	25.000000	24.793468	1.897116	5.000000	25.000000	24.793468	1.426992	0.008330	677.000000	2708.000000	2690.020780	167.584701	0.001481	0.005926	0.005887	0.000367	0.004435	0.009232	0.009201	0.000327	2026.501109	4218.759232	4204.805110	149.373001	2.000000	5.000000	4.973443	0.247558	1.598810	0.998494
comsol	1500	1500	97645	0.043398	26.000000	180.000000	65.096667	28.010986	26.000000	180.000000	65.096667	28.008201	1.765119	1183.000000	1496.000000	1457.980000	29.373496	0.788667	0.997333	0.971987	0.019582	0.017772	0.120968	0.044504	0.018710	26.657553	181.451613	66.756017	28.064538	23.000000	168.000000	56.488000	22.500471	0.264489	0.325976
barth	6691	6691	46187	0.001032	4.000000	13.000000	6.902855	1.311963	4.000000	13.000000	6.902855	1.311963	0.883279	710.000000	6523.000000	4640.376476	1198.867273	0.106113	0.974892	0.693525	0.179176	0.000613	0.009669	0.001642	0.000762	4.103020	64.691989	10.989523	5.098043	3.000000	13.000000	6.813331	1.366040	0.025938	0.168361
barth4	6019	6019	40965	0.001131	4.000000	13.000000	6.805948	0.695480	4.000000	13.000000	6.805948	0.695480	0.910094	3.000000	5325.000000	728.222462	866.754802	0.000498	0.884698	0.120987	0.144003	0.001289	1.333333	0.090870	0.170797	7.758943	8025.333333	546.945946	1028.024388	1.000000	7.000000	3.292740	0.858505	1.032394	0.872379
