matrix	nr_rows	nr_cols	nr_nzeros	density	nnz-r-min	nnz-r-max	nnz-r-avg	nnz-r-std	nnz-c-min	nnz-c-max	nnz-c-avg	nnz-c-std	skew_coeff	bw-min	bw-max	bw-avg	bw-std	bw-scaled-min	bw-scaled-max	bw-scaled-avg	bw-scaled-std	sc-min	sc-max	sc-avg	sc-std	sc-scaled-min	sc-scaled-max	sc-scaled-avg	sc-scaled-std	nr_groups-r-min	nr_groups-r-max	nr_groups-r-avg	nr_groups-r-std	num-neigh-avg	cross_row_sim-avg	mem_footprint
n3c5-b4	252	210	1260	0.02381	5.0	5.0	5.0	0.0	6.0	6.0	6.0	0.0	0.0	4.0	134.0	85.031746	36.130921	0.019048	0.638095	0.404913	0.172052	0.037313	1.25	0.087609	0.107142	7.835821	262.5	18.397785	22.499884	1.0	5.0	4.388889	0.723442	0.244444	0.893651	0.015384674072265625
n4c5-b10	120	630	1320	0.01746	11.0	11.0	11.0	0.0	2.0	4.0	2.095238	0.425918	0.0	24.0	479.0	330.383333	135.371106	0.038095	0.760317	0.524418	0.214875	0.022965	0.458333	0.051189	0.062106	14.467641	288.75	32.249096	39.127085	8.0	11.0	9.316667	0.921804	0.306061	0.510606	0.015567779541015625
Cities	55	46	1342	0.530435	9.0	45.0	24.4	7.944352	3.0	55.0	29.173913	15.788417	0.844262	27.0	45.0	38.0	6.646941	0.586957	0.978261	0.826087	0.144499	0.230769	1.0	0.645916	0.183998	10.615385	46.0	29.712129	8.463927	2.0	12.0	6.581818	2.23762	1.460507	0.836601	0.01557159423828125
impcol_e	225	225	1308	0.025837	1.0	12.0	5.813333	4.462266	1.0	23.0	5.813333	6.846949	1.06422	0.0	93.0	36.897778	29.606204	0.0	0.413333	0.16399	0.131583	0.0	2.0	0.284562	0.366732	0.0	450.0	64.026491	82.514809	1.0	4.0	2.475556	0.894714	1.148318	0.755441	0.01583099365234375
bibd_15_3	105	455	1365	0.028571	13.0	13.0	13.0	0.0	3.0	3.0	3.0	0.0	0.0	12.0	367.0	247.857143	104.914517	0.026374	0.806593	0.544741	0.230581	0.035422	1.083333	0.085433	0.123075	16.117166	492.916667	38.871903	55.999143	1.0	13.0	9.409524	3.125	0.552381	0.772894	0.016025543212890625
gams30a	354	531	1287	0.006847	1.0	60.0	3.635593	5.618772	1.0	7.0	2.423729	2.055566	15.503497	0.0	356.0	263.672316	89.112384	0.0	0.670433	0.496558	0.16782	0.0	0.504202	0.018113	0.048713	0.0	267.731092	9.618262	25.866713	1.0	2.0	1.997175	0.053074	0.901321	0.971987	0.016082763671875
gams30am	354	531	1287	0.006847	1.0	60.0	3.635593	5.618772	1.0	7.0	2.423729	2.055566	15.503497	0.0	356.0	263.672316	89.112384	0.0	0.670433	0.496558	0.16782	0.0	0.504202	0.018113	0.048713	0.0	267.731092	9.618262	25.866713	1.0	2.0	1.997175	0.053074	0.901321	0.971987	0.016082763671875
ash608	608	188	1216	0.010638	2.0	2.0	2.0	0.0	2.0	12.0	6.468085	1.766726	0.0	1.0	24.0	10.042763	8.232726	0.005319	0.12766	0.053419	0.043791	0.083333	2.0	0.708698	0.758533	15.666667	376.0	133.23519	142.604282	1.0	2.0	1.771382	0.419943	0.228618	0.788651	0.016239166259765625
can_161	161	161	1377	0.053123	6.0	17.0	8.552795	1.22043	6.0	17.0	8.552795	1.22043	0.987654	16.0	95.0	40.937888	18.904037	0.099379	0.590062	0.254273	0.117416	0.094737	1.0625	0.241575	0.0932	15.252632	171.0625	38.893638	15.005235	1.0	5.0	3.018634	0.53998	1.294118	0.966479	0.016376495361328125
bcsstm08	1074	1074	1074	0.000931	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.999069	0.016391754150390625
bcsstm09	1083	1083	1083	0.000923	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.999077	0.016529083251953125
breasttissue_10NN	106	106	1412	0.125667	10.0	27.0	13.320755	3.609597	10.0	27.0	13.320755	3.609597	1.026912	37.0	104.0	84.056604	12.54639	0.349057	0.981132	0.792987	0.118362	0.096154	0.324324	0.161245	0.045871	10.192308	34.378378	17.091962	4.862334	7.0	20.0	10.679245	2.485988	0.396601	0.375644	0.016567230224609375
dwt_198	198	198	1392	0.035507	2.0	12.0	7.030303	2.138887	2.0	12.0	7.030303	2.138887	0.706897	33.0	70.0	56.727273	15.574402	0.166667	0.353535	0.286501	0.078659	0.045455	0.216216	0.12808	0.034298	9.0	42.810811	25.359927	6.790995	2.0	6.0	2.828283	0.816996	1.195402	0.936027	0.016689300537109375
ch7-6-b1	630	42	1260	0.047619	2.0	2.0	2.0	0.0	30.0	30.0	30.0	0.0	0.0	1.0	40.0	14.755556	9.386613	0.02381	0.952381	0.351323	0.223491	0.05	2.0	0.279846	0.371746	2.1	84.0	11.753542	15.613341	1.0	2.0	1.968254	0.175323	0.031746	0.874603	0.016826629638671875
mk10-b1	630	45	1260	0.044444	2.0	2.0	2.0	0.0	28.0	28.0	28.0	0.0	0.0	1.0	43.0	16.32381	9.986335	0.022222	0.955556	0.362751	0.221919	0.046512	2.0	0.252062	0.358614	2.093023	90.0	11.342781	16.137649	1.0	2.0	1.969841	0.171024	0.030159	0.84127	0.016826629638671875
impcol_d	425	425	1339	0.007413	1.0	10.0	3.150588	1.693144	1.0	10.0	3.150588	2.44004	2.17401	0.0	414.0	43.524706	81.259613	0.0	0.974118	0.102411	0.191199	0.0	1.111111	0.169154	0.177013	0.0	472.222222	71.890595	75.230479	1.0	3.0	2.651765	0.518961	0.316654	0.88758	0.016948699951171875
rajat05	301	301	1384	0.015276	1.0	26.0	4.598007	2.073691	1.0	26.0	4.598007	2.073691	4.654624	0.0	298.0	43.388704	69.249261	0.0	0.990033	0.144149	0.230064	0.0	2.0	0.735092	0.697278	0.0	602.0	221.262547	209.8807	1.0	26.0	2.541528	2.008893	0.894509	0.645293	0.01699066162109375
M10PI_n1	528	528	1317	0.004724	0.0	8.0	2.494318	0.65998	0.0	8.0	2.494318	0.65998	2.207289	0.0	521.0	31.943182	101.283246	0.0	0.986742	0.060498	0.191824	0.0	2.0	1.06694	0.481033	0.0	1056.0	563.34407	253.985328	0.0	7.0	1.649621	0.668813	0.677297	0.904538	0.01708984375
S10PI_n1	528	528	1317	0.004724	0.0	8.0	2.494318	0.65998	0.0	8.0	2.494318	0.65998	2.207289	0.0	521.0	31.943182	101.283246	0.0	0.986742	0.060498	0.191824	0.0	2.0	1.06694	0.481033	0.0	1056.0	563.34407	253.985328	0.0	7.0	1.649621	0.668813	0.677297	0.904538	0.01708984375
n4c5-b2	455	105	1365	0.028571	3.0	3.0	3.0	0.0	13.0	13.0	13.0	0.0	0.0	2.0	92.0	36.8	21.578826	0.019048	0.87619	0.350476	0.205513	0.032609	1.5	0.131338	0.130612	3.423913	157.5	13.790482	13.714211	1.0	3.0	2.797802	0.407074	0.134799	0.940659	0.017360687255859375
n2c6-b2	455	105	1365	0.028571	3.0	3.0	3.0	0.0	13.0	13.0	13.0	0.0	0.0	2.0	92.0	36.8	21.578826	0.019048	0.87619	0.350476	0.205513	0.032609	1.5	0.131338	0.130612	3.423913	157.5	13.790482	13.714211	1.0	3.0	2.797802	0.407074	0.134799	0.940659	0.017360687255859375
n3c6-b2	455	105	1365	0.028571	3.0	3.0	3.0	0.0	13.0	13.0	13.0	0.0	0.0	2.0	92.0	36.8	21.578826	0.019048	0.87619	0.350476	0.205513	0.032609	1.5	0.131338	0.130612	3.423913	157.5	13.790482	13.714211	1.0	3.0	2.797802	0.407074	0.134799	0.940659	0.017360687255859375
lp_bore3d	233	334	1448	0.018607	1.0	73.0	6.214592	8.950333	1.0	28.0	4.335329	5.069707	10.746547	0.0	321.0	113.60515	96.868516	0.0	0.961078	0.340135	0.290025	0.0	2.0	0.091707	0.196894	0.0	668.0	30.630098	65.762551	1.0	16.0	2.987124	2.123809	1.038674	0.455123	0.01746368408203125
mycielskian7	95	95	1510	0.167313	6.0	47.0	15.894737	8.843045	6.0	47.0	15.894737	8.843045	1.956954	46.0	94.0	90.473684	6.160728	0.484211	0.989474	0.952355	0.06485	0.06383	1.021739	0.183726	0.135753	6.06383	97.065217	17.454	12.896558	1.0	32.0	11.094737	6.326342	0.603974	0.776217	0.01764678955078125
dwt_245	245	245	1461	0.02434	2.0	13.0	5.963265	2.595655	2.0	13.0	5.963265	2.595655	1.180014	1.0	120.0	31.8	27.47609	0.004082	0.489796	0.129796	0.112147	0.02381	2.0	0.499194	0.510831	5.833333	490.0	122.302567	125.153506	1.0	8.0	2.902041	1.473091	1.026694	0.758733	0.017658233642578125
gre_343	343	343	1435	0.012197	2.0	5.0	4.183673	0.731285	2.0	5.0	4.183673	0.731285	0.195122	1.0	67.0	45.504373	20.030716	0.002915	0.195335	0.132666	0.058399	0.046154	2.0	0.146524	0.185639	15.830769	686.0	50.257624	63.674053	1.0	4.0	3.45481	0.608611	0.348432	0.925559	0.017734527587890625
can_187	187	187	1491	0.042638	5.0	10.0	7.973262	1.427136	5.0	10.0	7.973262	1.427136	0.254192	30.0	95.0	56.032086	16.613539	0.160428	0.508021	0.299637	0.088842	0.094737	0.2	0.14946	0.025663	17.715789	37.4	27.949085	4.798904	2.0	4.0	2.721925	0.514704	1.317237	0.981767	0.017780303955078125
rajat14	180	180	1503	0.046389	1.0	163.0	8.35	15.317193	1.0	163.0	8.35	15.317193	18.520958	0.0	179.0	98.572222	50.973635	0.0	0.994444	0.547623	0.283187	0.0	0.91573	0.099311	0.112011	0.0	164.831461	17.876011	20.161927	1.0	27.0	4.216667	2.397394	0.99002	0.696979	0.01789093017578125
cz148	148	148	1527	0.069713	1.0	33.0	10.317568	7.396161	3.0	16.0	10.317568	3.586832	2.198428	0.0	79.0	30.297297	11.699769	0.0	0.533784	0.204711	0.079052	0.0	0.6875	0.306287	0.120525	0.0	101.75	45.330424	17.837652	1.0	8.0	3.581081	0.915435	1.305828	0.802584	0.01804351806640625
nnc261	261	261	1500	0.02202	1.0	16.0	5.747126	2.515325	1.0	16.0	5.747126	3.154581	1.784	0.0	72.0	35.417625	20.388514	0.0	0.275862	0.1357	0.078117	0.0	2.0	0.243998	0.286453	0.0	522.0	63.683368	74.764128	1.0	6.0	3.245211	1.191133	0.870667	0.642396	0.01816558837890625
abb313	313	176	1557	0.028264	1.0	6.0	4.974441	0.845578	2.0	26.0	8.846591	3.901382	0.206166	0.0	119.0	91.341853	18.963764	0.0	0.676136	0.518988	0.107749	0.0	0.090909	0.055003	0.01401	0.0	16.0	9.680498	2.465835	1.0	4.0	2.555911	0.540002	0.972383	0.807987	0.019016265869140625
lp_scorpion	388	466	1534	0.008484	1.0	21.0	3.953608	2.639492	1.0	7.0	3.291845	2.307066	4.311604	0.0	362.0	76.654639	113.03539	0.0	0.776824	0.164495	0.242565	0.0	1.333333	0.581638	0.576531	0.0	621.333333	271.043362	268.663247	1.0	11.0	2.247423	1.915918	0.863103	0.687007	0.019039154052734375
TF11	216	236	1607	0.031525	2.0	20.0	7.439815	2.832694	0.0	10.0	6.809322	1.968415	1.688239	1.0	163.0	66.444444	32.040869	0.004237	0.690678	0.281544	0.135766	0.018405	2.0	0.181757	0.260747	4.343558	472.0	42.894576	61.536275	1.0	15.0	5.782407	2.146027	0.445551	0.49401	0.01921844482421875
lpi_chemcom	288	744	1590	0.00742	3.0	11.0	5.520833	1.892855	1.0	6.0	2.137097	1.233502	0.992453	84.0	648.0	397.5	191.541445	0.112903	0.870968	0.534274	0.257448	0.007246	0.053571	0.017872	0.010875	5.391304	39.857143	13.296812	8.090809	3.0	11.0	4.854167	2.041135	0.241509	0.613393	0.019298553466796875
oscil_dcop_24	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_23	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_54	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_25	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_09	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_55	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_57	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_18	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_21	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_53	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_56	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_15	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_08	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_14	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_13	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_01	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_16	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_02	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_27	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_51	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_17	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_50	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_49	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_12	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_48	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_03	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_22	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_04	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_26	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_05	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_06	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_07	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_52	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_28	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_29	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_11	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_10	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_47	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_20	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_30	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_41	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_45	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_40	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_46	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_34	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
oscil_dcop_39	430	430	1544	0.00835	1.0	13.0	3.590698	1.448305	1.0	13.0	3.590698	1.526482	2.620466	0.0	329.0	123.446512	74.367977	0.0	0.765116	0.287085	0.172949	0.0	2.0	0.10653	0.282637	0.0	860.0	45.807734	121.533838	1.0	11.0	2.769767	1.33487	0.457254	0.590147	0.019313812255859375
